Index,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
518,"-0,015","-0,085","-0,193","-0,076","0,096","0,165","-0,079","-0,014","0,093","0,051","-0,114","-0,155","-0,001","0,013","0,101","-0,049","0,006","-0,107","-0,107","0,958","-0,004"
519,"-0,137","-0,028","-0,214","-0,077","0,086","0,105","-0,014","-0,060","0,163","0,132","-0,376","-0,102","0,050","0,148","0,064","0,112","-0,106","-0,057","-0,044","1,434","0,015"
520,"-0,015","-0,167","-0,423","-0,135","0,106","0,227","0,036","-0,103","-0,018","0,257","-0,962","-0,174","-0,071","0,018","0,021","0,055","-0,097","-0,076","-0,148","1,947","-0,149"
521,"-0,503","-0,247","-0,654","-0,201","0,077","0,048","0,035","0,015","-0,047","0,226","-1,413","-0,325","-0,074","-0,021","-0,025","0,036","0,001","-0,169","-0,012","2,416","-0,400"
522,"-1,295","-0,408","-1,115","-0,199","0,087","0,108","0,031","0,179","-0,149","0,035","-1,993","-0,378","-0,140","0,023","-0,058","-0,023","-0,259","-0,110","0,117","3,039","-0,573"
523,"-3,307","-1,570","-2,775","-0,137","0,217","0,147","-0,023","0,149","-0,013","-0,302","-2,748","-0,445","-0,210","-0,097","-0,192","0,108","-0,785","0,229","0,553","3,353","-0,683"
524,"-5,500","-2,479","-5,366","-0,076","0,277","0,136","-0,124","0,354","0,321","-0,691","-3,337","-0,455","-0,082","-0,138","-0,166","0,494","-1,468","0,510","1,381","2,631","-0,816"
525,"-6,047","-2,495","-6,331","-0,134","0,357","0,248","-0,048","0,411","0,554","-1,043","-3,573","-0,739","0,036","-0,296","-0,280","0,778","-1,496","0,423","2,218","1,559","-0,827"
526,"-5,497","-2,134","-6,587","-0,373","0,327","0,444","0,210","0,406","0,791","-0,735","-2,722","-0,782","0,105","-0,302","-0,200","0,832","-1,614","0,208","2,694","1,506","-0,684"
527,"-4,582","-1,578","-6,653","-0,807","0,340","0,144","0,282","0,330","0,993","-0,129","-2,091","-0,892","-0,137","-0,437","-0,231","1,029","-1,620","0,001","2,176","1,591","-0,701"
528,"-3,971","-1,150","-6,351","-0,926","0,480","0,247","0,139","0,311","1,698","0,223","-2,036","-0,733","-0,004","-0,525","-0,166","1,159","-1,845","-0,102","1,733","1,299","-0,924"
529,"-3,605","-0,704","-6,185","-1,050","0,411","0,200","0,245","-0,051","2,533","0,141","-2,140","-0,702","0,035","-0,518","0,222","1,136","-1,999","-0,299","2,127","-0,771","-0,714"
530,"-3,664","-0,288","-6,655","-0,932","0,561","-0,013","0,388","-0,633","2,979","-0,068","-1,370","-0,716","-0,291","-0,277","0,757","1,372","-1,916","-0,580","2,610","-2,807","-0,659"
531,"-3,846","-0,067","-7,315","-0,748","0,691","0,023","0,551","-1,070","3,766","-0,578","-0,278","-0,573","-0,576","-0,431","0,903","1,462","-2,071","-0,921","2,056","-3,802","-0,357"
532,"-3,966","0,224","-8,323","-0,563","0,700","0,078","0,685","-1,443","4,037","-1,370","1,822","-0,554","0,102","-0,370","0,969","1,485","-2,320","-1,107","1,690","-4,458","-0,137"
533,"-3,050","0,743","-8,312","-0,378","0,779","0,185","1,367","-1,643","4,233","-1,392","3,670","-1,122","-3,114","0,600","0,522","1,511","-2,299","-1,371","1,978","-4,718","0,498"
534,"-2,622","1,263","-8,301","-0,560","0,840","0,179","1,474","-1,702","3,989","-1,440","5,438","-2,259","-1,677","-2,440","0,659","2,002","-2,089","-1,969","2,176","-4,641","1,224"
535,"-2,438","1,560","-8,923","-0,617","0,870","0,361","1,592","-1,717","3,923","-1,447","6,622","-3,681","-1,999","-1,506","0,299","2,291","-1,722","-2,082","2,120","-4,917","2,636"
536,"-2,192","1,675","-10,062","-0,977","0,911","0,610","1,704","-1,820","3,752","-1,082","7,642","-5,848","-1,906","-2,323","0,258","2,805","-1,358","-2,483","1,253","-4,815","3,709"
537,"-1,642","1,285","-11,347","-1,218","1,112","0,707","1,772","-2,036","2,858","-0,229","8,439","-7,124","-1,782","-2,403","0,238","3,473","-1,365","-2,348","0,814","-3,844","3,761"
538,"-1,520","1,099","-12,057","-1,467","1,194","0,452","1,732","-2,075","2,178","-0,486","7,603","-7,014","-1,042","-2,464","0,242","4,087","-2,368","-1,730","1,315","-3,012","3,394"
539,"-2,373","0,897","-12,633","-1,408","1,063","0,410","1,772","-2,286","0,782","-1,616","5,209","-5,715","-1,360","-2,423","0,149","4,130","-2,714","-1,823","2,124","-2,064","3,396"
540,"-3,592","0,426","-13,244","-1,592","1,114","0,345","1,688","-2,015","0,344","-2,845","2,501","-4,765","-2,504","-1,080","-0,262","3,953","-3,392","-0,821","2,339","-1,373","3,382"
541,"-4,507","0,469","-13,130","-2,086","1,197","0,096","1,805","-1,794","0,221","-3,584","0,810","-4,368","-2,852","-1,900","-0,432","4,767","-4,703","0,033","2,473","-0,946","3,408"
