Index,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z
749,"10,341","-16,123","-8,127","21,626","4,612","2,454","26,977","3,121","6,230","-24,555","-6,572","-17,637","99,319","3,401","-15,486","7,587","-6,485","0,525","30,162","4,342","7,328"
750,"10,357","-16,123","-8,120","21,606","4,623","2,471","26,956","3,133","6,170","-24,560","-6,637","-17,538","99,086","3,344","-15,505","7,592","-6,456","0,560","30,096","4,255","7,363"
751,"10,370","-16,115","-8,079","21,599","4,578","2,421","26,940","3,163","6,151","-24,586","-6,683","-17,406","98,862","3,303","-15,525","7,616","-6,442","0,603","30,050","4,172","7,415"
752,"10,374","-16,029","-8,018","21,603","4,487","2,348","26,902","3,183","6,148","-24,628","-6,702","-17,254","98,655","3,280","-15,550","7,642","-6,456","0,652","30,014","4,124","7,468"
753,"10,360","-15,949","-7,920","21,632","4,407","2,277","26,903","3,189","6,081","-24,653","-6,726","-17,128","98,463","3,271","-15,558","7,664","-6,479","0,699","29,985","4,083","7,511"
754,"10,335","-15,813","-7,781","21,653","4,305","2,234","26,909","3,220","5,959","-24,636","-6,773","-17,012","98,273","3,241","-15,559","7,679","-6,508","0,736","29,952","4,016","7,519"
755,"10,312","-15,589","-7,582","21,668","4,203","2,219","26,950","3,253","5,762","-24,580","-6,834","-16,913","98,081","3,203","-15,550","7,669","-6,544","0,754","29,895","3,915","7,496"
756,"10,275","-15,311","-7,329","21,693","4,100","2,214","27,021","3,295","5,499","-24,556","-6,892","-16,855","97,888","3,158","-15,557","7,648","-6,584","0,763","29,824","3,797","7,451"
757,"10,210","-14,918","-7,033","21,721","3,982","2,197","27,115","3,346","5,220","-24,577","-6,925","-16,784","97,708","3,119","-15,575","7,617","-6,627","0,761","29,755","3,669","7,391"
758,"10,106","-14,564","-6,740","21,760","3,856","2,159","27,221","3,409","4,963","-24,582","-6,921","-16,707","97,544","3,089","-15,581","7,583","-6,671","0,748","29,692","3,542","7,317"
759,"10,028","-14,205","-6,451","21,828","3,738","2,094","27,358","3,488","4,756","-24,576","-6,918","-16,610","97,401","3,059","-15,605","7,555","-6,717","0,726","29,650","3,429","7,228"
760,"9,933","-13,887","-6,189","21,881","3,633","1,995","27,503","3,550","4,590","-24,537","-6,926","-16,507","97,269","3,027","-15,675","7,517","-6,768","0,697","29,598","3,349","7,133"
761,"9,829","-13,606","-5,972","21,943","3,524","1,893","27,684","3,612","4,461","-24,464","-6,952","-16,440","97,150","3,014","-15,697","7,481","-6,823","0,665","29,549","3,246","7,055"
762,"9,705","-13,293","-5,761","22,005","3,424","1,802","27,829","3,641","4,321","-24,429","-6,991","-16,386","97,051","3,008","-15,706","7,458","-6,884","0,635","29,518","3,144","6,984"
763,"9,621","-13,029","-5,551","22,091","3,312","1,704","28,010","3,685","4,182","-24,428","-7,009","-16,367","96,985","3,017","-15,717","7,461","-6,947","0,616","29,523","3,089","6,921"
764,"9,527","-12,807","-5,406","22,182","3,210","1,631","28,186","3,733","4,074","-24,444","-7,013","-16,374","96,941","3,027","-15,709","7,471","-7,010","0,604","29,537","3,067","6,860"
765,"9,448","-12,591","-5,299","22,253","3,128","1,592","28,338","3,773","3,964","-24,444","-7,023","-16,390","96,928","3,026","-15,675","7,476","-7,066","0,602","29,552","3,055","6,799"
766,"9,369","-12,399","-5,203","22,313","3,059","1,570","28,476","3,808","3,840","-24,440","-7,043","-16,416","96,945","3,012","-15,642","7,481","-7,115","0,608","29,572","3,060","6,747"
767,"9,301","-12,237","-5,129","22,335","3,006","1,553","28,592","3,843","3,719","-24,426","-7,076","-16,461","96,966","3,000","-15,624","7,466","-7,146","0,629","29,552","3,084","6,730"
768,"9,235","-12,084","-5,080","22,332","2,988","1,542","28,695","3,864","3,608","-24,413","-7,118","-16,521","96,989","2,976","-15,612","7,438","-7,147","0,652","29,504","3,093","6,733"
769,"9,191","-11,931","-5,034","22,315","2,985","1,555","28,782","3,882","3,478","-24,413","-7,155","-16,594","97,014","2,949","-15,585","7,410","-7,138","0,675","29,444","3,087","6,746"
770,"9,139","-11,778","-4,972","22,296","2,967","1,587","28,861","3,892","3,321","-24,455","-7,171","-16,651","97,065","2,915","-15,586","7,385","-7,125","0,697","29,399","3,093","6,761"
771,"9,108","-11,690","-4,908","22,286","2,930","1,625","28,945","3,917","3,172","-24,530","-7,171","-16,705","97,116","2,888","-15,601","7,364","-7,131","0,718","29,350","3,119","6,775"
772,"9,089","-11,541","-4,836","22,318","2,874","1,674","29,062","3,960","3,031","-24,619","-7,165","-16,739","97,158","2,867","-15,606","7,352","-7,148","0,739","29,292","3,151","6,792"
773,"9,094","-11,398","-4,766","22,357","2,807","1,725","29,171","3,997","2,900","-24,671","-7,147","-16,737","97,197","2,843","-15,602","7,357","-7,176","0,763","29,239","3,184","6,806"
774,"9,042","-11,292","-4,717","22,378","2,730","1,760","29,250","4,010","2,793","-24,684","-7,140","-16,734","97,238","2,817","-15,588","7,361","-7,208","0,789","29,186","3,220","6,820"
775,"8,983","-11,183","-4,677","22,439","2,637","1,798","29,336","4,026","2,706","-24,667","-7,169","-16,764","97,279","2,796","-15,541","7,383","-7,249","0,810","29,156","3,247","6,830"
776,"8,971","-11,119","-4,609","22,511","2,542","1,822","29,437","4,059","2,629","-24,668","-7,214","-16,819","97,319","2,776","-15,497","7,424","-7,284","0,825","29,154","3,255","6,837"
777,"8,967","-11,017","-4,526","22,576","2,441","1,819","29,515","4,126","2,598","-24,703","-7,244","-16,875","97,358","2,770","-15,459","7,474","-7,311","0,828","29,166","3,246","6,851"
778,"8,950","-10,936","-4,464","22,589","2,340","1,800","29,559","4,169","2,598","-24,794","-7,237","-16,916","97,398","2,789","-15,429","7,491","-7,365","0,828","29,152","3,264","6,868"
779,"8,947","-10,866","-4,401","22,631","2,265","1,764","29,607","4,181","2,607","-24,865","-7,192","-16,932","97,420","2,813","-15,407","7,529","-7,412","0,822","29,155","3,275","6,883"
780,"8,961","-10,822","-4,334","22,662","2,194","1,726","29,630","4,187","2,615","-24,922","-7,158","-16,941","97,448","2,839","-15,367","7,569","-7,462","0,814","29,172","3,280","6,892"
781,"8,981","-10,807","-4,297","22,642","2,182","1,676","29,634","4,177","2,636","-24,958","-7,138","-16,954","97,439","2,866","-15,317","7,564","-7,473","0,807","29,115","3,257","6,923"
782,"9,010","-10,806","-4,282","22,626","2,194","1,636","29,623","4,157","2,672","-24,960","-7,136","-16,979","97,403","2,900","-15,274","7,565","-7,471","0,796","29,047","3,230","6,962"
783,"9,063","-10,820","-4,272","22,626","2,242","1,629","29,595","4,124","2,681","-24,937","-7,157","-17,003","97,370","2,937","-15,237","7,587","-7,461","0,781","29,010","3,188","7,000"
784,"9,165","-10,859","-4,279","22,610","2,305","1,648","29,558","4,088","2,681","-24,943","-7,196","-17,028","97,336","2,966","-15,207","7,593","-7,453","0,766","28,968","3,144","7,030"
785,"9,249","-10,902","-4,310","22,625","2,392","1,701","29,567","4,049","2,659","-24,950","-7,223","-17,040","97,300","3,003","-15,168","7,615","-7,439","0,746","28,950","3,083","7,060"
786,"9,352","-10,944","-4,338","22,649","2,435","1,802","29,570","4,020","2,605","-24,992","-7,238","-17,042","97,280","3,043","-15,096","7,624","-7,421","0,725","28,939","3,012","7,085"
787,"9,492","-10,966","-4,339","22,677","2,394","1,916","29,565","4,008","2,543","-25,040","-7,240","-17,025","97,233","3,080","-15,020","7,645","-7,465","0,716","28,920","3,007","7,081"
