Index,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
102,"0,219","0,066","0,067","0,060","0,019","0,035","-0,021","0,039","0,042","0,092","0,057","0,093","0,040","-0,024","0,032","-0,214","0,131","0,020","0,007","-0,095","0,021"
103,"0,100","0,024","0,147","0,054","-0,148","-0,062","0,040","0,039","0,037","0,049","0,092","0,003","-0,033","0,071","-0,032","0,014","0,008","-0,152","0,096","0,012","-0,099"
104,"0,100","0,024","0,147","0,049","-0,076","-0,109","0,032","0,206","-0,058","-0,028","0,069","0,072","0,047","-0,073","0,068","-0,088","-0,043","-0,055","0,115","-0,022","-0,022"
105,"-0,084","0,082","0,136","0,060","-0,100","0,010","0,021","-0,069","-0,190","-0,031","-0,012","0,042","-0,027","0,021","0,003","0,001","-0,072","0,062","-0,020","0,096","0,015"
106,"0,095","0,107","-0,004","-0,006","0,030","-0,020","0,015","-0,021","-0,261","0,166","-0,001","-0,006","0,037","0,061","0,046","-0,030","-0,052","-0,037","0,032","0,082","-0,052"
107,"0,089","-0,078","-0,204","-0,072","-0,018","-0,086","0,021","-0,069","-0,190","-0,129","-0,077","-0,144","-0,023","-0,064","-0,011","0,067","0,005","0,094","0,044","0,026","-0,031"
108,"-0,031","-0,062","-0,142","-0,017","0,055","-0,139","-0,031","0,015","-0,077","-0,017","-0,064","-0,068","-0,015","0,044","0,137","0,036","0,024","-0,005","0,040","0,104","0,004"
109,"-0,215","-0,004","-0,153","-0,128","0,028","-0,009","0,029","0,075","-0,094","0,315","0,151","-0,058","0,088","0,078","-0,044","-0,089","0,078","0,007","0,099","0,112","-0,007"
110,"-0,029","-0,045","-0,083","0,049","-0,076","-0,109","-0,021","0,039","0,042","-0,011","0,098","-0,007","-0,035","-0,086","-0,145","0,053","0,072","-0,038","-0,039","0,130","-0,062"
111,"-0,086","-0,011","0,036","-0,001","-0,042","0,028","0,046","-0,009","0,108","-0,070","0,104","-0,018","-0,090","-0,018","-0,040","0,093","0,016","0,013","-0,105","0,100","-0,107"
112,"-0,085","0,065","0,077","0,060","0,019","0,035","0,045","0,051","0,097","-0,090","-0,006","0,031","-0,090","-0,018","-0,040","0,050","-0,043","0,127","-0,030","-0,027","-0,133"
113,"-0,017","-0,001","0,285","0,115","0,033","-0,030","-0,027","0,087","-0,029","-0,265","-0,094","-0,086","-0,084","-0,067","-0,005","0,201","-0,085","0,034","-0,060","-0,125","-0,025"
114,"-0,020","0,040","0,209","-0,006","-0,029","-0,032","0,029","0,075","-0,094","-0,035","0,095","0,127","-0,077","-0,116","0,031","0,036","0,024","-0,005","0,036","0,004","-0,088"
115,"-0,027","0,106","0,000","0,060","-0,040","0,022","-0,083","-0,153","0,023","0,042","0,118","0,058","-0,023","-0,064","-0,011","0,009","0,013","0,076","-0,127","0,024","0,058"
116,"-0,090","0,089","-0,057","-0,001","-0,161","0,003","0,096","0,027","-0,028","0,153","0,199","-0,169","-0,036","0,035","-0,082","-0,089","0,078","0,007","-0,023","-0,004","-0,077"
