Index,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
1708,"-1,118","0,326","0,130","1,172","0,366","-0,115","1,457","0,671","-1,076","-0,823","-1,019","-0,691","0,736","0,716","0,084","0,543","4,790","-1,260","0,802","0,967","-0,303"
1709,"-1,038","0,690","0,086","1,046","0,709","-0,538","1,496","1,153","-0,151","-1,197","-0,909","-0,390","1,156","0,424","0,239","0,284","4,119","-1,348","0,865","0,405","-0,711"
1710,"-0,833","0,982","0,003","1,099","0,763","-1,301","1,656","1,332","0,843","-1,136","-0,666","-0,378","1,328","0,517","0,357","0,181","3,171","-1,303","1,031","0,067","-1,077"
1711,"-0,665","1,169","0,000","1,031","0,839","-1,871","1,541","1,599","1,629","-1,198","-0,364","-0,306","1,175","0,471","0,205","0,248","2,184","-1,203","1,117","-0,193","-1,134"
1712,"-0,534","1,251","0,075","0,910","1,001","-1,809","1,234","1,654","2,421","-1,012","-0,298","-0,420","1,005","0,317","0,448","0,517","1,194","-1,123","1,071","-0,057","-1,301"
1713,"-0,411","1,635","-0,064","0,605","1,224","-1,907","0,863","1,703","2,809","-0,711","-0,243","-0,288","0,805","0,214","0,412","0,630","0,471","-0,974","0,920","0,378","-1,485"
1714,"-0,385","1,909","-0,112","0,360","1,341","-2,091","0,671","1,491","2,815","-0,468","-0,245","-0,221","0,328","0,121","0,233","0,793","-0,609","-0,621","0,830","1,097","-1,834"
1715,"-0,535","1,828","0,040","0,239","1,447","-2,003","0,285","1,251","2,381","-0,473","-0,375","-0,043","0,290","0,178","0,181","0,351","-1,230","-0,505","0,687","2,104","-2,268"
1716,"-0,913","1,434","0,142","-0,116","1,803","-1,223","-0,175","0,785","1,522","-0,353","-0,317","0,024","0,100","-0,114","0,216","0,165","-1,448","-0,073","0,321","3,087","-2,213"
1717,"-1,511","1,136","0,127","-0,648","2,115","0,050","-0,566","0,038","0,380","-0,108","-0,193","-0,026","-0,243","-0,330","0,161","-0,049","-1,435","0,203","-0,241","3,840","-2,381"
1718,"-1,602","0,941","0,203","-1,002","2,411","0,993","-1,198","-0,699","-0,725","-0,300","-0,452","0,324","-0,376","-0,237","0,218","-0,094","-1,032","0,646","-0,153","4,305","-2,607"
1719,"-1,807","0,649","0,286","-1,361","2,448","1,517","-1,519","-1,420","-1,823","0,010","-0,323","0,155","-0,558","-0,020","0,091","-0,260","-0,936","1,037","-0,215","4,127","-2,735"
1720,"-1,944","0,639","0,536","-1,544","2,338","1,569","-1,754","-1,636","-2,087","0,194","-0,198","0,104","-0,404","-0,369","0,237","-0,343","-0,893","1,334","0,001","3,577","-2,974"
1721,"-1,964","0,400","0,634","-1,734","1,919","1,093","-1,754","-1,880","-2,028","0,131","-0,323","0,158","-0,585","-0,577","0,286","-0,418","-0,936","1,332","0,234","2,712","-2,985"
1722,"-2,155","0,312","0,570","-1,628","1,165","0,028","-1,619","-1,658","-1,611","0,377","-0,381","0,101","-0,566","-0,651","0,191","-0,520","-1,197","1,466","0,408","1,840","-2,985"
