Index,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z
486,"0,023","-0,063","1,008","-0,055","0,022","1,081","-0,045","-0,203","0,935","-0,021","0,053","0,942","-0,021","-0,210","0,934","-0,008","-0,010","0,780","-0,060","-0,113","0,994"
487,"-0,021","-0,081","0,970","-0,114","-0,170","1,079","0,003","-0,213","0,890","-0,036","0,019","0,987","0,050","-0,210","0,983","-0,017","-0,071","0,756","-0,101","-0,173","0,981"
488,"-0,031","-0,069","0,961","-0,085","-0,238","1,053","0,069","-0,222","0,858","-0,010","-0,061","1,122","0,073","-0,201","0,978","-0,056","-0,118","0,757","-0,077","-0,239","0,994"
489,"-0,024","-0,115","0,964","-0,054","-0,194","1,029","0,100","-0,222","0,893","0,021","-0,012","1,170","0,065","-0,225","0,957","-0,044","-0,190","0,793","-0,035","-0,298","1,002"
490,"0,017","-0,163","0,957","-0,022","-0,147","1,019","0,103","-0,171","0,924","0,006","0,012","1,033","-0,002","-0,234","0,990","0,015","-0,257","0,816","0,007","-0,292","0,963"
491,"0,014","-0,196","0,964","0,016","-0,139","0,996","0,054","-0,058","0,924","0,010","0,040","0,998","-0,059","-0,224","0,966","0,061","-0,268","0,810","0,029","-0,234","0,894"
492,"0,006","-0,175","0,974","0,040","-0,081","0,993","0,035","-0,022","0,997","0,019","0,009","0,988","0,088","-0,356","0,828","0,090","-0,199","0,812","0,036","-0,142","0,875"
493,"-0,018","-0,166","0,980","0,066","-0,030","1,001","0,044","0,012","1,055","0,008","0,033","0,983","0,133","-0,226","0,876","0,126","-0,089","0,837","0,056","-0,058","0,871"
494,"-0,057","-0,159","0,961","0,076","0,011","0,998","0,028","0,081","1,070","-0,028","0,081","0,980","-0,027","-0,018","1,102","0,171","0,005","0,863","0,089","0,021","0,887"
495,"-0,114","-0,162","0,922","0,081","0,063","0,994","-0,018","0,154","1,116","-0,005","0,034","1,020","-0,060","-0,168","0,811","0,185","0,100","0,920","0,133","0,093","0,898"
496,"0,003","-0,182","0,801","0,069","0,096","0,995","-0,064","0,179","1,120","0,109","0,143","1,005","0,030","-0,171","0,766","0,153","0,194","0,983","0,196","0,187","0,931"
497,"0,107","-0,118","0,814","0,048","0,104","0,996","-0,095","0,188","1,150","-0,020","0,095","1,019","0,028","-0,142","0,887","0,093","0,278","0,975","0,231","0,262","0,909"
498,"0,066","-0,129","0,883","0,051","0,161","0,980","-0,078","0,191","1,155","-0,055","0,161","1,029","-0,005","-0,154","0,952","0,030","0,335","0,957","0,224","0,335","0,906"
499,"-0,025","-0,161","0,925","0,057","0,210","0,986","-0,080","0,190","1,157","-0,017","0,162","1,012","-0,012","-0,179","1,018","-0,029","0,350","0,925","0,213","0,382","0,887"
500,"-0,070","-0,137","0,991","0,035","0,210","0,975","-0,052","0,182","1,134","0,028","0,204","1,018","-0,085","-0,183","1,089","-0,078","0,327","0,886","0,177","0,376","0,880"
501,"-0,022","-0,117","0,998","0,018","0,193","0,961","-0,037","0,187","1,100","-0,020","0,214","1,019","-0,156","-0,201","1,090","-0,099","0,294","0,854","0,156","0,327","0,863"
502,"0,030","-0,062","1,116","0,036","0,222","0,886","-0,036","0,186","1,071","-0,015","0,218","0,987","-0,130","-0,218","1,015","-0,085","0,252","0,827","0,131","0,273","0,852"
503,"0,132","-0,112","1,165","0,060","0,103","0,896","-0,028","0,185","1,012","0,007","0,190","1,024","-0,055","-0,222","0,971","-0,063","0,226","0,823","0,081","0,216","0,823"
504,"0,164","-0,229","1,003","0,062","0,087","0,870","-0,025","0,178","0,954","0,000","0,111","1,232","0,003","-0,223","0,949","-0,043","0,212","0,785","0,042","0,192","0,791"
