Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
349.0,1379.21,5.2,143.21,309.0,4.61,147.47,302.0
350.0,1383.17,5.24,143.24,311.0,4.61,147.37,305.0
351.0,1387.12,5.19,143.18,312.0,4.62,147.27,306.0
352.0,1391.07,5.17,142.98,314.0,4.6,147.17,307.0
353.0,1395.02,5.18,142.81,315.0,4.63,147.13,308.0
354.0,1398.97,5.14,142.72,315.0,4.67,147.03,309.0
355.0,1402.93,5.11,142.57,315.0,4.69,146.97,310.0
356.0,1406.88,5.11,142.49,316.0,4.73,147.0,313.0
357.0,1410.83,5.08,142.43,317.0,4.78,147.02,315.0
358.0,1414.78,5.07,142.34,320.0,4.82,146.93,315.0
359.0,1418.73,5.02,142.19,322.0,4.9,146.86,316.0
360.0,1422.69,5.01,141.97,324.0,4.92,146.78,316.0
361.0,1426.64,5.03,141.95,326.0,4.97,146.64,317.0
362.0,1430.59,4.98,141.72,327.0,5.02,146.49,318.0
363.0,1434.54,4.95,141.6,330.0,5.09,146.41,320.0
364.0,1438.49,4.92,141.47,331.0,5.14,146.35,321.0
365.0,1442.44,4.89,141.33,334.0,5.19,146.24,322.0
366.0,1446.4,4.87,141.25,335.0,5.22,146.1,323.0
367.0,1450.35,4.86,141.13,336.0,5.26,145.97,323.0
368.0,1454.3,4.82,140.99,338.0,5.3,145.89,324.0
369.0,1458.25,4.79,140.66,340.0,5.38,145.63,325.0
370.0,1462.2,4.74,140.43,342.0,5.39,145.55,326.0
371.0,1466.16,4.69,140.29,343.0,5.41,145.31,327.0
372.0,1470.11,4.66,140.07,344.0,5.47,145.15,328.0
373.0,1474.06,4.55,139.9,347.0,5.53,144.86,329.0
374.0,1478.01,4.5,139.6,348.0,5.57,144.63,329.0
375.0,1481.96,4.43,139.41,350.0,5.6,144.39,330.0
376.0,1485.92,4.37,139.1,353.0,5.64,144.02,330.0
377.0,1489.87,4.34,138.9,355.0,5.69,143.84,331.0
378.0,1493.82,4.27,138.66,356.0,5.72,143.51,333.0
379.0,1497.77,4.22,138.39,357.0,5.75,143.29,333.0
380.0,1501.72,4.17,138.07,359.0,5.79,142.94,334.0
381.0,1505.68,4.1,137.85,361.0,5.84,142.65,336.0
382.0,1509.63,4.06,137.62,361.0,5.84,142.45,335.0
383.0,1513.58,4.0,137.38,363.0,5.87,142.28,336.0
384.0,1517.53,3.96,137.2,365.0,5.91,141.98,337.0
385.0,1521.48,3.9,136.95,366.0,5.96,141.58,337.0
386.0,1525.43,3.84,136.67,368.0,5.98,141.23,338.0
387.0,1529.39,3.78,136.46,369.0,6.01,140.89,339.0
388.0,1533.34,3.71,136.22,372.0,6.01,140.68,339.0
389.0,1537.29,3.63,135.96,373.0,6.07,140.29,339.0
390.0,1541.24,3.57,135.69,374.0,6.14,140.0,340.0
391.0,1545.19,3.51,135.48,374.0,6.12,139.6,339.0
392.0,1549.15,3.41,135.17,376.0,6.14,139.23,338.0
393.0,1553.1,3.35,134.84,378.0,6.18,138.84,338.0
394.0,1557.05,3.28,134.64,379.0,6.21,138.5,337.0
395.0,1561.0,3.21,134.36,381.0,6.22,137.99,338.0
396.0,1564.95,3.15,134.07,382.0,6.24,137.63,336.0
397.0,1568.91,3.12,133.78,382.0,6.28,137.22,337.0
398.0,1572.86,3.0,133.48,382.0,6.33,136.76,338.0
399.0,1576.81,2.92,133.3,383.0,6.34,136.25,339.0
400.0,1580.76,2.86,133.02,383.0,6.4,135.78,338.0
401.0,1584.71,2.73,132.63,384.0,6.43,135.29,338.0
402.0,1588.67,2.65,132.3,385.0,6.48,134.85,339.0
403.0,1592.62,2.58,132.02,385.0,6.52,134.37,339.0
404.0,1596.57,2.52,131.7,385.0,6.55,133.69,339.0
405.0,1600.52,2.44,131.44,386.0,6.59,133.19,337.0
406.0,1604.47,2.31,130.99,386.0,6.64,132.7,337.0
407.0,1608.42,2.22,130.75,385.0,6.68,132.23,338.0
408.0,1612.38,2.1,130.32,388.0,6.7,131.72,338.0
409.0,1616.33,2.03,130.06,388.0,6.75,131.32,338.0
410.0,1620.28,1.95,129.66,388.0,6.77,130.84,339.0
411.0,1624.23,1.8,129.2,388.0,6.82,130.43,337.0
412.0,1628.18,1.73,128.84,388.0,6.85,129.88,338.0
413.0,1632.14,1.66,128.44,387.0,6.91,129.31,338.0
414.0,1636.09,1.56,128.09,386.0,6.94,128.85,341.0
415.0,1640.04,1.47,127.72,385.0,7.0,128.27,341.0
