Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
359.0,1418.73,-4.02,127.21,352.0,2.4,138.23,255.0
360.0,1422.69,-4.04,127.22,354.0,2.4,138.28,256.0
361.0,1426.64,-4.03,127.41,356.0,2.4,138.28,259.0
362.0,1430.59,-4.0,127.47,356.0,2.46,138.19,260.0
363.0,1434.54,-4.03,127.58,360.0,2.5,138.21,260.0
364.0,1438.49,-4.08,127.64,360.0,2.52,138.14,262.0
365.0,1442.44,-4.1,127.6,361.0,2.55,138.31,263.0
366.0,1446.4,-4.13,127.63,362.0,2.61,138.25,268.0
367.0,1450.35,-4.09,127.82,364.0,2.65,138.3,272.0
368.0,1454.3,-4.12,127.86,363.0,2.69,138.29,273.0
369.0,1458.25,-4.17,127.87,364.0,2.73,138.33,276.0
370.0,1462.2,-4.2,127.91,365.0,2.78,138.31,280.0
371.0,1466.16,-4.27,127.92,366.0,2.85,138.14,282.0
372.0,1470.11,-4.26,128.01,368.0,2.91,138.23,283.0
373.0,1474.06,-4.28,128.14,368.0,2.93,138.24,286.0
374.0,1478.01,-4.3,128.18,369.0,2.98,138.23,288.0
375.0,1481.96,-4.33,128.28,369.0,3.0,138.29,289.0
376.0,1485.92,-4.31,128.33,370.0,3.01,138.3,291.0
377.0,1489.87,-4.34,128.42,372.0,3.03,138.39,293.0
378.0,1493.82,-4.35,128.53,372.0,3.06,138.33,293.0
379.0,1497.77,-4.37,128.52,372.0,3.11,138.33,295.0
380.0,1501.72,-4.37,128.7,372.0,3.12,138.38,298.0
381.0,1505.68,-4.39,128.78,372.0,3.16,138.35,299.0
382.0,1509.63,-4.39,128.88,372.0,3.16,138.34,299.0
383.0,1513.58,-4.41,129.03,374.0,3.21,138.21,300.0
384.0,1517.53,-4.44,129.17,374.0,3.24,138.22,302.0
385.0,1521.48,-4.47,129.12,374.0,3.28,138.07,304.0
386.0,1525.43,-4.47,129.27,374.0,3.31,138.06,305.0
387.0,1529.39,-4.47,129.38,374.0,3.33,137.96,306.0
388.0,1533.34,-4.49,129.49,375.0,3.37,137.86,308.0
389.0,1537.29,-4.53,129.5,375.0,3.41,137.71,310.0
390.0,1541.24,-4.58,129.54,376.0,3.46,137.55,311.0
391.0,1545.19,-4.62,129.61,376.0,3.48,137.46,312.0
392.0,1549.15,-4.59,129.63,377.0,3.5,137.35,315.0
393.0,1553.1,-4.61,129.71,378.0,3.53,137.26,316.0
394.0,1557.05,-4.64,129.82,378.0,3.59,136.95,318.0
395.0,1561.0,-4.64,129.76,378.0,3.59,136.81,319.0
396.0,1564.95,-4.69,129.72,380.0,3.62,136.75,320.0
397.0,1568.91,-4.73,129.74,381.0,3.65,136.61,321.0
398.0,1572.86,-4.76,129.79,380.0,3.68,136.47,323.0
399.0,1576.81,-4.74,129.82,380.0,3.66,136.31,324.0
400.0,1580.76,-4.74,129.8,380.0,3.69,136.18,326.0
401.0,1584.71,-4.76,129.82,381.0,3.7,136.14,326.0
402.0,1588.67,-4.79,129.72,381.0,3.72,136.02,327.0
403.0,1592.62,-4.82,129.67,382.0,3.75,135.92,328.0
404.0,1596.57,-4.85,129.67,382.0,3.77,135.87,329.0
405.0,1600.52,-4.87,129.64,383.0,3.78,135.74,330.0
406.0,1604.47,-4.9,129.57,383.0,3.83,135.7,332.0
407.0,1608.42,-4.9,129.51,383.0,3.85,135.54,333.0
408.0,1612.38,-4.97,129.31,382.0,3.88,135.43,334.0
409.0,1616.33,-5.02,129.25,383.0,3.88,135.38,334.0
410.0,1620.28,-5.05,129.16,384.0,3.93,135.26,334.0
